class,kind,abstract,NOA,NOM,CIS,DAM,WMC,RFC,CBO,DCC,MPC,DAC,MOA,LCOM,CAM,DIT,NOC,ANA,MFA,NOP,NOP_strict
org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGenerator,class,0,0,1,1,,2,2,2,0,1,0,0,0,1.0,1,0,0,0.0,1,0
org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,class,0,0,1,1,,2,2,2,0,1,0,0,0,1.0,1,0,0,0.0,1,0
org.jfree.chart.imagemap.StandardURLTagFragmentGenerator,class,0,0,1,1,,2,1,1,0,0,0,0,0,1.0,1,0,0,0.0,1,0
org.jfree.chart.imagemap.ToolTipTagFragmentGenerator,interface,0,0,1,1,,1,1,0,0,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.imagemap.URLTagFragmentGenerator,interface,0,0,1,1,,1,1,0,0,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,class,1,6,10,8,1.0,24,24,4,1,17,0,0,7,0.3,1,2,0,0.0,3,0
org.jfree.chart.labels.AbstractPieItemLabelGenerator,class,0,4,8,6,1.0,20,18,4,1,8,0,0,0,0.2083,1,2,0,0.0,3,0
org.jfree.chart.labels.AbstractXYItemLabelGenerator,class,0,7,11,10,1.0,32,26,3,1,12,0,0,0,0.1515,1,4,0,0.0,3,0
org.jfree.chart.labels.BoxAndWhiskerToolTipGenerator,class,0,2,2,1,0.5,7,14,4,1,8,0,0,1,0.5,3,0,2,0.8182,2,2
org.jfree.chart.labels.BoxAndWhiskerXYToolTipGenerator,class,0,2,2,1,0.5,8,18,4,1,8,0,0,1,0.5,3,0,2,0.8333,2,2
org.jfree.chart.labels.BubbleXYItemLabelGenerator,class,0,4,7,6,0.5,19,25,6,2,8,0,0,3,0.25,2,0,1,0.5,5,4
org.jfree.chart.labels.CategoryItemLabelGenerator,interface,0,0,3,3,,3,3,1,1,0,0,0,3,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.CategorySeriesLabelGenerator,interface,0,0,1,1,,1,1,1,1,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.CategoryToolTipGenerator,interface,0,0,1,1,,1,1,1,1,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.ContourToolTipGenerator,interface,0,0,1,1,,1,1,1,1,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.CrosshairLabelGenerator,interface,0,0,1,1,,1,1,1,1,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.CustomXYToolTipGenerator,class,0,2,7,7,1.0,20,15,2,1,0,0,0,1,0.2143,1,0,0,0.0,3,0
org.jfree.chart.labels.HighLowItemLabelGenerator,class,0,3,5,5,1.0,21,20,5,1,8,0,0,0,0.3333,1,0,0,0.0,5,0
org.jfree.chart.labels.IntervalCategoryItemLabelGenerator,class,0,2,1,0,0.5,9,11,4,1,5,0,0,0,1.0,3,0,2,0.9091,1,1
org.jfree.chart.labels.IntervalCategoryToolTipGenerator,class,0,2,2,1,0.5,12,13,3,1,5,0,0,1,0.5,3,0,2,0.8182,2,2
org.jfree.chart.labels.IntervalXYItemLabelGenerator,class,0,1,4,3,0.0,25,26,4,1,10,0,0,6,0.4167,2,0,1,0.6667,4,3
org.jfree.chart.labels.ItemLabelAnchor,class,0,27,3,2,0.0741,32,5,0,0,0,0,0,1,0.3333,1,0,0,0.0,2,0
org.jfree.chart.labels.ItemLabelPosition,class,0,5,5,5,1.0,14,7,2,1,3,1,1,2,0.2,1,0,0,0.0,1,0
org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,class,0,5,7,6,0.8,19,24,4,1,6,0,0,0,0.2857,1,0,0,0.0,4,0
org.jfree.chart.labels.PieSectionLabelGenerator,interface,0,0,2,2,,2,2,1,1,0,0,0,1,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.PieToolTipGenerator,interface,0,0,1,1,,1,1,1,1,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.StandardCategoryItemLabelGenerator,class,0,2,2,2,0.5,8,5,3,1,0,0,0,1,0.5,2,1,1,0.8182,2,1
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator,class,0,3,5,4,0.6667,10,13,4,1,4,0,0,4,0.3333,1,0,0,0.0,4,0
org.jfree.chart.labels.StandardCategoryToolTipGenerator,class,0,2,2,2,0.5,7,5,3,1,0,0,0,1,0.5,2,2,1,0.8182,2,1
org.jfree.chart.labels.StandardContourToolTipGenerator,class,0,2,2,2,1.0,7,10,2,1,4,0,0,0,0.5,1,0,0,0.0,2,0
org.jfree.chart.labels.StandardCrosshairLabelGenerator,class,0,2,5,5,1.0,13,10,2,1,1,0,0,0,0.2,1,0,0,0.0,3,0
org.jfree.chart.labels.StandardPieSectionLabelGenerator,class,0,3,6,6,0.6667,14,16,3,1,1,0,0,3,0.2667,2,0,1,0.4545,4,3
org.jfree.chart.labels.StandardPieToolTipGenerator,class,0,3,2,2,0.3333,7,7,3,1,0,0,0,1,0.5,2,0,1,0.7778,2,1
org.jfree.chart.labels.StandardXYItemLabelGenerator,class,0,2,3,3,0.5,11,7,3,1,0,0,0,3,0.3333,2,0,1,0.75,3,2
org.jfree.chart.labels.StandardXYSeriesLabelGenerator,class,0,3,5,4,0.6667,10,13,4,1,4,0,0,4,0.3333,1,0,0,0.0,4,0
org.jfree.chart.labels.StandardXYToolTipGenerator,class,0,2,4,4,0.5,11,9,3,1,0,0,0,6,0.25,2,2,1,0.6923,3,2
org.jfree.chart.labels.StandardXYZToolTipGenerator,class,0,4,6,5,0.75,17,23,5,2,6,0,0,5,0.2917,3,0,2,0.5714,4,4
org.jfree.chart.labels.SymbolicXYItemLabelGenerator,class,0,1,6,5,1.0,12,13,4,1,3,0,0,15,0.2917,1,0,0,0.0,5,0
org.jfree.chart.labels.XYItemLabelGenerator,interface,0,0,1,1,,1,1,1,1,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.XYSeriesLabelGenerator,interface,0,0,1,1,,1,1,1,1,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.labels.XYToolTipGenerator,interface,0,0,1,1,,1,1,1,1,0,0,0,0,1.0,1,1,0,0.0,0,0
org.jfree.chart.labels.XYZToolTipGenerator,interface,0,0,1,1,,1,1,2,1,0,0,0,0,1.0,2,0,1,0.0,1,1
org.jfree.chart.needle.ArrowNeedle,class,0,2,4,3,1.0,14,22,2,0,1,0,0,0,0.25,2,1,1,0.84,4,3
org.jfree.chart.needle.LineNeedle,class,0,1,4,3,1.0,8,18,1,0,0,0,0,6,0.25,2,0,1,0.84,4,3
org.jfree.chart.needle.LongNeedle,class,0,1,4,3,1.0,13,30,1,0,0,0,0,6,0.25,2,0,1,0.84,4,3
org.jfree.chart.needle.MeterNeedle,class,1,9,24,20,1.0,41,45,1,0,7,0,0,130,0.0947,1,8,0,0.0,3,1
org.jfree.chart.needle.MiddlePinNeedle,class,0,1,4,3,1.0,11,21,1,0,0,0,0,6,0.25,2,0,1,0.84,4,3
org.jfree.chart.needle.PinNeedle,class,0,1,4,3,1.0,10,21,1,0,0,0,0,6,0.25,2,0,1,0.84,4,3
org.jfree.chart.needle.PlumNeedle,class,0,1,4,3,1.0,9,22,1,0,0,0,0,6,0.25,2,0,1,0.84,4,3
org.jfree.chart.needle.PointerNeedle,class,0,1,4,3,1.0,12,29,1,0,0,0,0,6,0.25,2,0,1,0.84,4,3
org.jfree.chart.needle.ShipNeedle,class,0,1,4,3,1.0,10,21,1,0,0,0,0,6,0.25,2,0,1,0.84,4,3
org.jfree.chart.needle.WindNeedle,class,0,1,3,2,1.0,10,12,1,0,0,0,0,3,0.3333,3,0,2,0.88,3,3
org.jfree.chart.panel.AbstractOverlay,class,0,1,4,3,1.0,7,9,3,2,2,0,0,0,0.375,1,1,0,0.0,0,0
org.jfree.chart.panel.CrosshairOverlay,class,0,2,19,12,1.0,89,86,8,2,39,0,0,93,0.1345,2,0,1,0.1739,4,0
org.jfree.chart.panel.Overlay,interface,0,0,3,3,,3,3,2,2,0,0,0,3,0.4444,1,0,0,0.0,0,0
org.jfree.chart.plot.AbstractPieLabelDistributor,class,1,1,5,5,1.0,6,10,2,1,1,0,0,0,0.2,1,1,0,0.0,1,1
org.jfree.chart.plot.CategoryCrosshairState,class,0,2,6,6,1.0,13,14,2,1,0,0,0,11,0.4167,2,0,1,0.7778,1,1
org.jfree.chart.plot.CategoryMarker,class,0,2,5,5,1.0,13,9,3,0,1,0,0,6,0.2,2,0,1,0.8684,1,1
org.jfree.chart.plot.CategoryPlot,class,0,60,218,195,0.8667,564,462,37,20,150,13,13,22527,0.0337,2,2,1,0.1926,27,12
org.jfree.chart.plot.CenterTextMode,enum,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,0.0,0,0
org.jfree.chart.plot.ColorPalette,class,1,12,25,25,1.0,53,41,0,0,0,0,0,182,0.0933,1,2,0,0.0,4,1
org.jfree.chart.plot.CombinedDomainCategoryPlot,class,0,4,23,21,1.0,73,98,15,9,53,0,0,67,0.0897,3,0,2,0.9164,15,14
org.jfree.chart.plot.CombinedDomainXYPlot,class,0,4,27,25,1.0,82,107,16,9,61,1,1,75,0.088,3,0,2,0.9059,19,18
org.jfree.chart.plot.CombinedRangeCategoryPlot,class,0,4,18,15,1.0,63,89,15,8,50,0,0,0,0.0778,3,0,2,0.9341,11,10
org.jfree.chart.plot.CombinedRangeXYPlot,class,0,4,26,24,1.0,79,108,16,9,59,1,1,49,0.0889,3,0,2,0.9094,18,17
org.jfree.chart.plot.CompassPlot,class,0,20,32,29,0.85,92,81,17,4,10,2,2,324,0.0586,2,0,1,0.6364,8,8
org.jfree.chart.plot.ContourPlot,class,0,28,77,75,1.0,180,188,23,14,77,7,7,2758,0.0457,2,0,1,0.4254,10,7
org.jfree.chart.plot.ContourPlotUtilities,class,1,0,1,1,,1,1,2,2,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.plot.ContourValuePlot,interface,0,0,1,1,,1,1,1,0,0,0,0,0,,1,0,0,0.0,0,0
org.jfree.chart.plot.Crosshair,class,0,16,37,35,1.0,57,51,4,1,22,1,1,190,0.0491,1,0,0,0.0,3,0
org.jfree.chart.plot.CrosshairState,class,0,10,22,22,1.0,30,28,1,1,0,0,0,175,0.2045,1,2,0,0.0,0,0
org.jfree.chart.plot.DatasetRenderingOrder,class,0,4,4,3,0.5,10,7,0,0,0,0,0,0,0.25,1,0,0,0.0,3,0
org.jfree.chart.plot.DefaultDrawingSupplier,class,0,19,14,9,0.6842,44,29,1,0,0,0,0,55,0.0857,1,0,0,0.0,8,0
org.jfree.chart.plot.DialShape,class,0,5,4,3,0.4,11,7,0,0,0,0,0,0,0.25,1,0,0,0.0,3,0
org.jfree.chart.plot.DrawingSupplier,interface,0,0,6,6,,6,6,0,0,0,0,0,15,,1,0,0,0.0,0,0
org.jfree.chart.plot.FastScatterPlot,class,0,18,47,41,0.8889,99,118,15,5,18,4,4,699,0.0785,2,0,1,0.5524,20,6
org.jfree.chart.plot.GreyPalette,class,0,1,1,1,1.0,3,3,1,0,0,0,0,0,,2,0,1,0.9565,1,1
org.jfree.chart.plot.IntervalMarker,class,0,4,8,8,1.0,17,13,2,0,0,0,0,10,0.1667,2,0,1,0.8,2,2
org.jfree.chart.plot.JThermometer,class,0,5,25,25,1.0,35,55,7,5,2,4,4,14,0.1,1,0,0,0.0,2,0
org.jfree.chart.plot.Marker,class,1,15,34,32,1.0,58,49,3,2,11,0,0,441,0.0368,1,3,0,0.0,2,0
org.jfree.chart.plot.MeterInterval,class,0,6,8,6,1.0,17,17,2,1,2,1,1,0,0.125,1,0,0,0.0,1,0
org.jfree.chart.plot.MeterPlot,class,0,28,53,44,0.7143,126,127,11,6,28,3,3,1078,0.05,2,0,1,0.5138,8,8
org.jfree.chart.plot.MultiplePiePlot,class,0,9,22,19,1.0,63,91,15,4,28,2,2,101,0.0455,2,0,1,0.7215,7,7
org.jfree.chart.plot.Pannable,interface,0,0,5,5,,5,5,2,1,0,0,0,10,0.4,1,0,0,0.0,0,0
org.jfree.chart.plot.PieLabelDistributor,class,0,1,8,3,1.0,26,24,2,0,29,0,0,22,0.5,2,0,1,0.3333,2,1
org.jfree.chart.plot.PieLabelLinkStyle,class,0,4,4,3,0.25,11,7,0,0,0,0,0,0,0.25,1,0,0,0.0,3,0
org.jfree.chart.plot.PieLabelRecord,class,0,8,15,15,1.0,29,17,0,0,0,0,0,47,0.1333,1,0,0,0.0,3,0
org.jfree.chart.plot.PiePlot,class,0,66,143,122,0.803,317,324,26,14,117,13,13,9111,0.0302,2,2,1,0.285,7,7
org.jfree.chart.plot.PiePlot3D,class,0,3,10,7,1.0,86,115,10,3,20,0,0,27,0.1417,3,0,2,0.9495,3,3
org.jfree.chart.plot.PiePlotState,class,0,10,20,20,1.0,21,20,2,1,0,0,0,172,0.1667,2,0,1,0.0909,0,0
org.jfree.chart.plot.Plot,class,1,30,66,56,0.6333,154,118,22,12,12,2,2,1925,0.0318,1,13,0,0.0,9,2
org.jfree.chart.plot.PlotOrientation,class,0,4,6,5,0.5,12,9,0,0,0,0,0,9,0.1667,1,0,0,0.0,3,0
org.jfree.chart.plot.PlotRenderingInfo,class,0,5,13,11,1.0,24,27,2,1,1,1,1,12,0.0879,1,0,0,0.0,2,0
org.jfree.chart.plot.PlotState,class,0,1,1,1,1.0,2,1,0,0,0,0,0,0,,1,0,0,0.0,0,0
org.jfree.chart.plot.PlotUtilities,class,0,0,1,1,,4,4,3,1,3,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.plot.PolarAxisLocation,class,0,10,3,2,0.2,15,5,0,0,0,0,0,1,0.3333,1,0,0,0.0,2,0
org.jfree.chart.plot.PolarPlot,class,0,30,95,83,0.8667,237,211,26,10,65,2,2,4091,0.0446,2,0,1,0.3667,20,9
org.jfree.chart.plot.RainbowPalette,class,0,4,1,1,1.0,2,4,1,0,0,0,0,0,,2,0,1,0.9565,1,1
org.jfree.chart.plot.RingPlot,class,0,12,28,24,1.0,65,95,11,5,21,1,1,246,0.0432,3,0,2,0.8685,6,6
org.jfree.chart.plot.SeriesRenderingOrder,class,0,4,4,3,0.5,10,7,0,0,0,0,0,0,0.25,1,0,0,0.0,3,0
org.jfree.chart.plot.SpiderWebPlot,class,0,39,65,57,0.6923,140,163,16,6,25,4,4,1664,0.041,2,0,1,0.4672,7,7
org.jfree.chart.plot.ThermometerPlot,class,0,56,75,68,0.8036,176,148,14,5,22,2,2,2365,0.0453,2,0,1,0.4231,19,9
org.jfree.chart.plot.ValueAxisPlot,interface,0,0,1,1,,1,1,2,1,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.plot.ValueMarker,class,0,1,3,3,1.0,10,5,2,0,0,0,0,1,0.3333,2,0,1,0.9167,1,1
org.jfree.chart.plot.WaferMapPlot,class,0,10,10,7,0.5,33,41,10,6,7,3,3,41,0.1625,2,0,1,0.8592,4,3
org.jfree.chart.plot.XYCrosshairState,class,0,0,0,0,,1,0,1,0,0,0,0,0,,2,0,1,1.0,0,0
org.jfree.chart.plot.XYPlot,class,0,63,228,203,0.9206,658,490,37,18,220,14,14,24556,0.0381,2,2,1,0.1886,26,11
org.jfree.chart.plot.Zoomable,interface,0,0,9,9,,9,9,2,1,0,0,0,36,0.5556,1,0,0,0.0,0,0
org.jfree.chart.plot.dial.AbstractDialLayer,class,1,2,10,8,1.0,15,19,4,2,1,0,0,19,0.1167,1,9,0,0.0,7,0
org.jfree.chart.plot.dial.ArcDialFrame,class,0,8,23,20,0.875,36,51,6,1,9,0,0,111,0.0725,2,0,1,0.2069,7,4
org.jfree.chart.plot.dial.DialBackground,class,0,3,11,9,0.6667,18,25,6,1,4,0,0,11,0.0909,2,0,1,0.3529,6,4
org.jfree.chart.plot.dial.DialCap,class,0,5,15,13,0.8,23,37,6,1,6,0,0,15,0.0741,2,0,1,0.2857,6,4
org.jfree.chart.plot.dial.DialFrame,interface,0,0,1,1,,1,1,1,0,0,0,0,0,1.0,2,0,1,0.8571,0,0
org.jfree.chart.plot.dial.DialLayer,interface,0,0,6,6,,6,6,2,2,0,0,0,15,0.2,1,2,0,0.0,0,0
org.jfree.chart.plot.dial.DialLayerChangeEvent,class,0,1,1,1,1.0,2,1,2,1,0,1,1,0,,2,0,1,0.8,0,0
org.jfree.chart.plot.dial.DialLayerChangeListener,interface,0,0,1,1,,1,1,1,1,0,0,0,0,1.0,1,0,0,0.0,0,0
org.jfree.chart.plot.dial.DialPlot,class,0,12,39,36,1.0,82,83,13,8,27,3,3,597,0.0561,2,0,1,0.602,7,5
org.jfree.chart.plot.dial.DialPointer,class,1,2,8,8,0.0,14,12,4,0,1,0,0,16,0.125,2,2,1,0.4667,4,3
org.jfree.chart.plot.dial.DialPointer.Pin,class,0,3,9,7,0.6667,15,32,6,1,8,0,0,0,0.1111,3,0,2,0.5714,4,3
org.jfree.chart.plot.dial.DialPointer.Pointer,class,0,4,11,9,0.75,18,38,6,1,10,0,0,0,0.1023,3,0,2,0.5217,4,3
org.jfree.chart.plot.dial.DialScale,interface,0,0,2,2,,2,2,1,0,0,0,0,1,1.0,2,0,1,0.75,0,0
org.jfree.chart.plot.dial.DialTextAnnotation,class,0,7,19,17,0.8571,29,38,6,1,7,0,0,111,0.0574,2,0,1,0.24,6,4
org.jfree.chart.plot.dial.DialValueIndicator,class,0,16,38,35,0.9375,60,75,6,1,16,0,0,529,0.0362,2,0,1,0.1364,6,4
org.jfree.chart.plot.dial.StandardDialFrame,class,0,5,16,14,0.8,24,41,6,1,7,0,0,32,0.0764,2,0,1,0.2727,7,4
org.jfree.chart.plot.dial.StandardDialRange,class,0,7,20,18,0.8571,34,37,7,1,8,0,0,74,0.0722,2,0,1,0.2308,6,4
org.jfree.chart.plot.dial.StandardDialScale,class,0,20,47,45,0.95,84,72,5,1,11,0,0,791,0.0442,2,0,1,0.1132,8,4
org.jfree.chart.renderer.AbstractRenderer,class,1,71,192,185,0.8873,389,292,9,5,37,7,7,17532,0.0695,1,4,0,0.0,4,1
org.jfree.chart.renderer.AreaRendererEndType,class,0,5,3,2,0.4,10,5,0,0,0,0,0,1,0.3333,1,0,0,0.0,2,0
org.jfree.chart.renderer.DefaultPolarItemRenderer,class,0,13,37,34,1.0,93,135,16,8,52,5,5,496,0.0597,2,0,1,0.8311,18,5
org.jfree.chart.renderer.GrayPaintScale,class,0,3,7,7,1.0,18,11,2,0,2,0,0,0,0.1429,1,0,0,0.0,6,0
org.jfree.chart.renderer.LookupPaintScale,class,0,5,10,8,0.8,29,24,3,0,1,0,0,7,0.1333,1,0,0,0.0,5,0
org.jfree.chart.renderer.LookupPaintScale.PaintItem,class,0,3,4,2,0.0,11,9,0,0,0,0,0,0,0.3333,1,0,0,0.0,2,0
org.jfree.chart.renderer.NotOutlierException,class,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,0,0.0,0,0
org.jfree.chart.renderer.Outlier,class,0,2,10,10,1.0,21,14,0,0,0,0,0,37,0.125,1,0,0,0.0,3,0
org.jfree.chart.renderer.OutlierList,class,0,3,8,8,1.0,11,21,1,1,3,1,1,22,0.25,1,0,0,0.0,0,0
org.jfree.chart.renderer.OutlierListCollection,class,0,3,7,6,1.0,12,16,2,2,4,0,0,15,0.2381,1,0,0,0.0,0,0
org.jfree.chart.renderer.PaintScale,interface,0,0,3,3,,3,3,0,0,0,0,0,3,0.3333,1,0,0,0.0,0,0
org.jfree.chart.renderer.PolarItemRenderer,interface,0,0,15,15,,15,15,8,7,0,0,0,105,0.1515,1,0,0,0.0,0,0
org.jfree.chart.renderer.RendererState,class,0,1,2,2,1.0,5,4,3,1,1,1,1,0,,1,3,0,0.0,0,0
org.jfree.chart.renderer.RendererUtilities,class,0,0,3,3,,34,11,2,1,24,0,0,3,1.0,1,0,0,0.0,0,0
org.jfree.chart.renderer.WaferMapRenderer,class,0,7,12,5,0.7143,46,41,6,1,6,1,1,22,0.15,2,0,1,0.9394,1,1
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,class,1,16,56,46,1.0,174,188,30,14,142,13,13,1380,0.0676,2,8,1,0.7657,37,4
org.jfree.chart.renderer.category.AreaRenderer,class,0,2,6,6,1.0,31,60,11,6,29,1,1,3,0.1833,3,1,2,0.9752,4,3
org.jfree.chart.renderer.category.BarPainter,interface,0,0,2,2,,2,2,1,1,0,0,0,1,0.9167,1,0,0,0.0,0,0
org.jfree.chart.renderer.category.BarRenderer,class,0,21,48,39,0.9048,153,160,16,11,64,4,4,1002,0.0595,3,6,2,0.8286,8,7
org.jfree.chart.renderer.category.BarRenderer3D,class,0,7,15,13,0.5714,54,93,17,7,53,0,0,57,0.1833,4,1,3,0.9464,13,11
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,class,0,9,29,23,1.0,105,131,16,6,101,0,0,282,0.1121,3,0,2,0.8893,7,6
org.jfree.chart.renderer.category.CategoryItemRenderer,interface,0,0,132,132,,132,132,16,13,0,0,0,8646,0.0533,2,0,1,0.0075,0,0
org.jfree.chart.renderer.category.CategoryItemRendererState,class,0,4,10,9,1.0,16,11,3,2,0,1,1,33,0.1667,2,1,1,0.1667,0,0
org.jfree.chart.renderer.category.CategoryStepRenderer,class,0,3,7,5,0.6667,29,52,10,7,24,0,0,15,0.1633,3,0,2,0.9712,4,3
org.jfree.chart.renderer.category.CategoryStepRenderer.State,class,0,1,0,0,0.0,1,0,2,1,0,0,0,0,,3,0,2,1.0,0,0
org.jfree.chart.renderer.category.DefaultCategoryItemRenderer,class,0,1,0,0,1.0,0,0,1,0,0,0,0,0,,4,0,3,1.0,0,0
org.jfree.chart.renderer.category.GanttRenderer,class,0,5,15,11,1.0,59,68,11,6,46,0,0,59,0.15,5,0,4,0.9477,5,5
org.jfree.chart.renderer.category.GradientBarPainter,class,0,3,7,4,1.0,34,33,3,1,11,0,0,15,0.3571,1,0,0,0.0,4,0
org.jfree.chart.renderer.category.GroupedStackedBarRenderer,class,0,2,6,4,1.0,39,50,13,7,34,1,1,0,0.3182,5,0,4,0.9785,5,5
org.jfree.chart.renderer.category.IntervalBarRenderer,class,0,1,4,3,1.0,18,28,12,6,11,0,0,6,0.45,4,1,3,0.9856,3,3
org.jfree.chart.renderer.category.LayeredBarRenderer,class,0,2,6,3,1.0,55,50,9,5,35,0,0,13,0.5741,4,0,3,0.9786,2,2
org.jfree.chart.renderer.category.LevelRenderer,class,0,4,14,11,0.75,36,66,11,7,38,0,0,61,0.1786,3,0,2,0.9438,5,4
org.jfree.chart.renderer.category.LineAndShapeRenderer,class,0,15,42,42,1.0,100,113,9,5,32,0,0,705,0.0833,3,3,2,0.8484,5,4
org.jfree.chart.renderer.category.LineRenderer3D,class,0,7,15,13,0.5714,49,79,13,6,41,0,0,57,0.1619,4,0,3,0.9458,11,9
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,class,0,10,18,14,1.0,41,50,9,5,22,0,0,65,0.0729,3,0,2,0.9291,4,3
org.jfree.chart.renderer.category.ScatterRenderer,class,0,7,23,21,1.0,55,81,10,5,19,0,0,155,0.0776,3,0,2,0.9102,7,6
org.jfree.chart.renderer.category.StackedAreaRenderer,class,0,2,10,6,1.0,47,43,10,5,39,0,0,3,0.1545,4,0,3,0.9597,4,4
org.jfree.chart.renderer.category.StackedBarRenderer,class,0,2,7,6,0.5,48,50,13,5,27,0,0,1,0.2143,4,1,3,0.9748,5,5
org.jfree.chart.renderer.category.StackedBarRenderer3D,class,0,3,15,8,1.0,69,79,15,5,47,0,0,57,0.241,5,0,4,0.9483,5,5
org.jfree.chart.renderer.category.StandardBarPainter,class,0,0,5,4,,23,24,2,1,9,0,0,10,0.4,1,0,0,0.0,4,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,class,0,3,11,7,1.0,62,51,12,6,22,0,0,0,0.1948,4,0,3,0.961,5,5
org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,class,0,3,10,8,1.0,48,63,11,5,31,0,0,0,0.1077,4,0,3,0.9636,6,6
org.jfree.chart.renderer.category.WaterfallBarRenderer,class,0,5,13,11,1.0,45,59,11,5,27,0,0,16,0.1026,4,0,3,0.9542,5,5
org.jfree.chart.renderer.xy.AbstractXYItemRenderer,class,1,14,58,47,1.0,190,197,30,14,169,11,11,1459,0.0708,2,18,1,0.7603,39,3
org.jfree.chart.renderer.xy.CandlestickRenderer,class,0,16,28,26,0.8125,78,78,16,7,34,0,0,246,0.0667,3,0,2,0.8927,7,6
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,class,0,2,6,5,1.0,38,42,13,7,21,0,0,9,0.1818,4,0,3,0.9777,5,5
org.jfree.chart.renderer.xy.CyclicXYItemRenderer,class,0,1,1,1,1.0,52,9,11,8,22,0,0,0,1.0,4,0,3,0.9962,1,1
org.jfree.chart.renderer.xy.CyclicXYItemRenderer.OverwriteDataSet,class,0,3,13,13,0.3333,17,20,4,3,0,1,1,64,0.1923,1,0,0,0.0,13,0
org.jfree.chart.renderer.xy.DefaultXYItemRenderer,class,0,1,0,0,0.0,0,0,1,0,0,0,0,0,,4,0,3,1.0,0,0
org.jfree.chart.renderer.xy.DeviationRenderer,class,0,1,10,8,1.0,29,46,11,6,11,0,0,39,0.1667,4,0,3,0.964,8,8
org.jfree.chart.renderer.xy.DeviationRenderer.State,class,0,2,0,0,0.0,1,0,2,1,0,0,0,0,,4,0,3,1.0,0,0
org.jfree.chart.renderer.xy.GradientXYBarPainter,class,0,3,7,4,1.0,34,32,3,1,10,0,0,15,0.3571,1,0,0,0.0,4,0
org.jfree.chart.renderer.xy.HighLowRenderer,class,0,6,16,14,1.0,51,52,13,6,24,0,0,54,0.075,3,0,2,0.936,6,5
org.jfree.chart.renderer.xy.SamplingXYLineRenderer,class,0,1,9,7,1.0,24,42,10,6,8,0,0,6,0.1538,3,0,2,0.9628,7,6
org.jfree.chart.renderer.xy.SamplingXYLineRenderer.State,class,0,9,1,1,0.0,2,3,3,2,0,0,0,0,1.0,3,0,2,0.875,1,1
org.jfree.chart.renderer.xy.StackedXYAreaRenderer,class,0,3,13,10,1.0,59,76,16,9,49,0,0,60,0.1128,4,0,3,0.9492,8,8
org.jfree.chart.renderer.xy.StackedXYAreaRenderer.StackedXYAreaRendererState,class,0,4,7,7,1.0,8,7,2,1,0,0,0,15,0.2143,3,0,2,0.5333,0,0
org.jfree.chart.renderer.xy.StackedXYAreaRenderer2,class,0,2,10,7,1.0,45,38,13,9,29,0,0,33,0.1231,4,0,3,0.96,5,5
org.jfree.chart.renderer.xy.StackedXYBarRenderer,class,0,2,8,8,1.0,51,47,15,6,20,0,0,0,0.1932,4,0,3,0.9704,6,6
org.jfree.chart.renderer.xy.StandardXYBarPainter,class,0,0,5,4,,23,23,2,1,8,0,0,10,0.4,1,0,0,0.0,4,0
org.jfree.chart.renderer.xy.StandardXYItemRenderer,class,0,18,33,29,0.6667,105,115,15,9,31,0,0,384,0.0638,3,1,2,0.8759,7,6
org.jfree.chart.renderer.xy.StandardXYItemRenderer.State,class,0,3,4,4,0.6667,5,4,2,1,0,0,0,2,0.25,3,0,2,0.6667,0,0
org.jfree.chart.renderer.xy.VectorRenderer,class,0,2,5,5,1.0,30,35,13,6,29,0,0,8,0.24,3,0,2,0.9792,5,4
org.jfree.chart.renderer.xy.WindItemRenderer,class,0,1,2,2,1.0,3,21,9,6,13,0,0,1,0.5,3,0,2,0.9917,2,1
org.jfree.chart.renderer.xy.XYAreaRenderer,class,0,13,19,17,0.6154,69,90,17,8,54,0,0,81,0.0772,3,1,2,0.9243,8,7
